source,target,Weight,source type,target type,source color,target color
Joseph Richards,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Joseph Scanlan,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Josepheh Paul Shlegeris,Queensland Greens,2,Individual,Agent for political party,#42d6a4,#08cad1
Josephine Prowse,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Josh Bain,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Josh Gadishke,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Josh Manuatu,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Josh Pagotto,Queensland Greens,2,Individual,Agent for political party,#42d6a4,#08cad1
Josh Tucker,Queensland Greens,4,Individual,Agent for political party,#42d6a4,#08cad1
Joshua Davies,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Joshua Funder,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Joshua Nielsen,Queensland Greens,5,Individual,Agent for political party,#42d6a4,#08cad1
Joshua Pszczonka,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Joshua Robson,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Joshua Tucker,Queensland Greens,5,Individual,Agent for political party,#42d6a4,#08cad1
Joy Ringrose,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Joyce Price,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Joydette Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Jozef Lewandoski,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Juanita Wood,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Judi Jabour,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Judith Davis,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Judith Harris,ANDREA JAYNE NEWLAND-BLACKMORE,1,Individual,State candidate,#42d6a4,#0565f7
Judith Sinnamon,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Judson Campbell,Queensland Greens,14,Individual,Agent for political party,#42d6a4,#08cad1
Judson Jack Campbell,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Judy Jakins,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Jules Morton,Queensland Greens,53,Individual,Agent for political party,#42d6a4,#08cad1
Julian Fell,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Julian Haber,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Julian Harburg,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Julian Long,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Julian McGauran,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Julianne & Peter Bellas,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Julianne Calligaro,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Julianne Finney,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Julie Attwood,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Julie Gilfillan ,Bruce Currie,1,Individual,State candidate,#42d6a4,#0565f7
Julie Searles,Pauline Hanson's One Nation Queensland Division,7,Individual,Agent for political party,#42d6a4,#08cad1
Julie Zeith,Robert Pyne,1,Individual,State candidate,#42d6a4,#0565f7
Julie-Ann Campbell,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
Jun Chen,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
June Gunn,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Jurg Keller,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Jurgens Cane Farming Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Jurgens Produce Pty Ltd ATF the VenaNormaJurgensFa,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Just Better Care,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Just Health Group Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Justa Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Justice Services Pty Ltd,Australian Labor Party (State of Queensland),53,Corporation,Agent for political party,#ff6961,#08cad1
Justice Services Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Justin Carter,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Justin Harrison,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Justin McDonnell,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Justin Parer,Liberal National Party of Queensland,18,Individual,Agent for political party,#42d6a4,#08cad1
Justin Raethel,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Justin Ross,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Justin Scattini,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Justin Thomas,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Justin Vanstone,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Juxgold Developments Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
K P M G,Australian Labor Party (State of Queensland),15,Corporation,Agent for political party,#ff6961,#08cad1
K P M G,Liberal National Party of Queensland,6,Corporation,Agent for political party,#ff6961,#08cad1
KARA MAY GEORGE COOK,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
KARE Support Services Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
KELAIDAN PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
KENNEDYS CLASSIC AGED TIMBERS UNIT TRUST,Liberal National Party of Queensland,5,Corporation,Agent for political party,#ff6961,#08cad1
KERRY GEORGE GALLAGHER,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
KILCOY PASTORAL COMPANY LIMITED,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
KINDRED DEVELOPMENTS,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
KIRBY ANDERSON,Katter's Australian Party (KAP),1,Individual,Agent for political party,#42d6a4,#08cad1
KMCN Services,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
KMCN Services Pty Ltd,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
KPMG,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
KSM NO 1 PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
KTQ Developments,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
KTQ Developments Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kade Hamalainen,Queensland Greens,8,Individual,Agent for political party,#42d6a4,#08cad1
Kalamia Cane Growers Organisation Ltd,Farmers United Limited,1,Corporation,Organisation,#ff6961,#ff6961
Kaland Queensland Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kalavathi Srinivasan,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kalfresh Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kamori Australia Pty Ltd T/A Lone Pine Koala Sanctuary,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kangaroo Point Brisbane Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kara Beavis,Queensland Greens,16,Individual,Agent for political party,#42d6a4,#08cad1
Kara Sheehan,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kara Thomas,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Karen England,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Karen Hansen,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Karen Muller,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Karen Pedersen,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Karen Poulten,Australian Labor Party (State of Queensland),6,Individual,Agent for political party,#42d6a4,#08cad1
Karen Poulton,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Karen Spencer,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Karl Morris,Cherish Life Queensland Inc,2,Individual,Organisation,#42d6a4,#ff6961
Karl Morris,Liberal National Party of Queensland,17,Individual,Agent for political party,#42d6a4,#08cad1
Karl Stone,Queensland Greens,2,Individual,Agent for political party,#42d6a4,#08cad1
Karla Way-McPhail,Liberal National Party of Queensland,6,Individual,Agent for political party,#42d6a4,#08cad1
Karly Abbott,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Karreman Quarries Pty LTd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Karreman Quarries Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Karreman Quarries Trust,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kasper Kuiper,Liberal National Party of Queensland,7,Individual,Agent for political party,#42d6a4,#08cad1
Kate Flanders,Australian Labor Party (State of Queensland),8,Individual,Agent for political party,#42d6a4,#08cad1
Kate Jones,Australian Labor Party (State of Queensland),4,Individual,Agent for political party,#42d6a4,#08cad1
Kate Kunzelmann,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kate Pike,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kate Sullivan,Australian Institute for Progress,1,Individual,Organisation,#42d6a4,#ff6961
Kate Sullivan,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Katherine Deverall,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Katherine Flanders,Australian Labor Party (State of Queensland),8,Individual,Agent for political party,#42d6a4,#08cad1
Katherine Ribot,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kathryn Jackson,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kathryn Sullivan,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kathy Reid,Queensland Greens,5,Individual,Agent for political party,#42d6a4,#08cad1
Katie Mickelberg,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Katie Southon,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kay Ganley,Australian Labor Party (State of Queensland),3,Individual,Agent for political party,#42d6a4,#08cad1
Kay Moore,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kay Tent Cee Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kedron Caravans,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Keith & Helen Cobon,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Keith Hamilton,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Keith Hamilton Family Trust,Liberal National Party of Queensland,1,Trust/Foundation,Agent for political party,#59adf6,#08cad1
Keith Howe,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
Keith Price,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Keith Price Consulting,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Keith Rowe,MALCOLM JEFFREY RICHARDSON,1,Individual,State candidate,#42d6a4,#0565f7
Keith Schulz,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Keith Zabell,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kel McNamara,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kelly Allen-Thompson,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kelvin Appleton,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kelvin McIntyre,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ken MacDonald,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ken McInnes,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ken Mills Toyota,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Ken Roney,Queensland Greens,2,Individual,Agent for political party,#42d6a4,#08cad1
Kendall Morton,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kennedys Timbers,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kenneth Boyne,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kenneth Lawrie,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kenneth Morrison,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kent Madders,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Keo Group Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Keppel Bay Marina,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kerian McNamara,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kerin Lawyers,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kern Group Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kerren Smith,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kerri Mellifont,Australian Labor Party (State of Queensland),5,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Flanders,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Gallagher,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Hauser,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Huston,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Latter,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Millard,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kerry Preston ,Gordon Rasmussen,1,Individual,State candidate,#42d6a4,#0565f7
Kerry Shine,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
Kerryn Loose Jones,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kerryn Piggott,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kersi Katgara,MALCOLM JEFFREY RICHARDSON,1,Individual,State candidate,#42d6a4,#0565f7
Kevesther Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kevin Bowring,MALCOLM JEFFREY RICHARDSON,1,Individual,State candidate,#42d6a4,#0565f7
Kevin Cronin,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kevin Dormer,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kevin Gillespie,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kevin O'Keeffe,Liberal National Party of Queensland,3,Individual,Agent for political party,#42d6a4,#08cad1
Kevin Rudd,Australian Labor Party (State of Queensland),5,Individual,Agent for political party,#42d6a4,#08cad1
Kevin Thrush,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kevin Waldock,Pauline Hanson's One Nation Queensland Division,1,Individual,Agent for political party,#42d6a4,#08cad1
Kevin Young,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kewen Hong,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Khalid Amini,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kieren Heinze,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Kilcoy Pastoral Company,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kilcoy Pastoral Company Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kilcoy Pastoral Company Limited,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Kilcoy Pastoral Company Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kilcoy Pastoral Company Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kilimanjaro Holdings Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kim Acton,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kim Davis,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kim Easton,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kim Emery,MALCOLM JEFFREY RICHARDSON,1,Individual,State candidate,#42d6a4,#0565f7
Kim Marsden & Jodi Nelson,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kimberley McDowell,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kinbombi Holdings ATF Kinbombi Family Trust,Liberal National Party of Queensland,7,Corporation,Agent for political party,#ff6961,#08cad1
Kinbombi Station,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kinbombi Station,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kindred Property Group,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kinetic Group Services Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kinetic Group Services Pty ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
King International Operations Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Kingswood Cabinets Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Kinstone Developments Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Kirby Anderson,Australian Labor Party (State of Queensland),6,Individual,Agent for political party,#42d6a4,#08cad1
Kirkfield Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kirkwood Road Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kirsty Devine,Queensland Greens,13,Individual,Agent for political party,#42d6a4,#08cad1
Kirwan GP Clinic Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Kitty Carra,Queensland Greens,40,Individual,Agent for political party,#42d6a4,#08cad1
Klaus Reimann,Pauline Hanson's One Nation Queensland Division,2,Individual,Agent for political party,#42d6a4,#08cad1
Klaus Rochow,Pauline Hanson's One Nation Queensland Division,1,Individual,Agent for political party,#42d6a4,#08cad1
Klemzig Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Klugbery Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Koala Farms,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kooyong 200 Club,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kooyong 200 Club,Liberal National Party of Queensland,5,Unincorporated Association,Agent for political party,#ffb480,#08cad1
Kostas Constantinou,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Kotaki Pty Ltd ATF Mirreyah Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kotaki Pty Ltd ATF Robert Reardon Family Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kotaki Pty Ltd ATF Tue Delina Downs Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kotaki Pty Ltd ATF Willarie Cotton Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kowari Motors,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kozcorp Projects Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Krewland Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Kristin Tyler,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Krystal Pszczonka,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kuhn Corp Print Pty Ltd,Australian Labor Party (State of Queensland),21,Corporation,Agent for political party,#ff6961,#08cad1
Kuhn Corp Print pty ltd,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
Kwok Keung Sze and Nan Ni,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Kyle Beale,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Kylie Meller,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
L Brandon,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
LA & LR Dal Santo,Farmers United Limited,1,Individual,Organisation,#42d6a4,#ff6961
LANCUSH PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LAURENCE LANCINI CONSTRUCTIONS PTY. LTD.,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
LAURENCE LANCINI CONSTRUCTIONS PTY. LTD.,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
LET Australia Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
LET Australia Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LG & CR Hall,Farmers United Limited,2,Individual,Organisation,#42d6a4,#ff6961
LGAQ,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
LGAQ,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
LIAM ROBERT KATTER O'BRIEN,Katter's Australian Party (KAP),1,Individual,Agent for political party,#42d6a4,#08cad1
LIONEL MOORE TRAILERS PTY LTD.,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LJ Hooker Sunnybank Hills,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LJ Loch Alpha Consulting,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
LK Creative Pty Ltd,Australian Labor Party (State of Queensland),5,Corporation,Agent for political party,#ff6961,#08cad1
LOCAL GOVERNMENT ASSOCIATION OF QUEENSLAND LIMITED,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
LOCAL GOVERNMENT ASSOCIATION OF QUEENSLAND LIMITED,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
LOVE SUNSHINE PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LRC Growth P/L,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LS Family Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LUSH Australia,FAIR AGENDA LTD,1,Corporation,Organisation,#ff6961,#ff6961
LYNCH FAMILY TRUST NO 3,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
LYNETTE MARGARET CAVANAGH,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
LZ QLD Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Laban Holdings Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Lachlan Harris,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Lachlan McGillivray,Hetty Johnston,1,Individual,State candidate,#42d6a4,#0565f7
Lachlan Ross,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Laela Salama,Pauline Hanson's One Nation Queensland Division,1,Individual,Agent for political party,#42d6a4,#08cad1
Laing O'Rourke,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Laini Liberman,FAIR AGENDA LTD,1,Individual,Organisation,#42d6a4,#ff6961
Lake Fox Limited,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Lake Knox Developments Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Lakeside Packaging,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Lalaine Ryan,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Lambhill Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Lance Griffin,Australian Labor Party (State of Queensland),3,Individual,Agent for political party,#42d6a4,#08cad1
Lance Hockridge,Liberal National Party of Queensland,9,Individual,Agent for political party,#42d6a4,#08cad1
Lancini Property & Development,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Land and Home Group,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Langold Realty,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Larissa Waters,Queensland Greens,2,Individual,Agent for political party,#42d6a4,#08cad1
Larry & Beth Acton,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Lateral Certification Group QLD Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Latona Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Laura Group,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Laureen Jamima Tania Major,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Laurence Jensen,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Laurence Lancini,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Laurence Lancini Constructions Pty. Ltd.,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Laurence McLean,Australian Labor Party (State of Queensland),5,Individual,Agent for political party,#42d6a4,#08cad1
