source,target,Weight,source type,target type,source color,target color
Australian Hotel Association,Australian Labor Party (State of Queensland),4,Corporation,Agent for political party,#ff6961,#08cad1
Australian Hotels Association,Australian Labor Party (State of Queensland),4,Corporation,Agent for political party,#ff6961,#08cad1
Australian Hotels Association,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Industry Trade College,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Australian Institute of Marine Engineers,Queensland Greens,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Islamic Cultural Centre Inc,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Labor Party (NSW Branch),Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Labor Party (NSW Branch),Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Australian Labor Party (NSW Branch),Australian Labor Party (State of Queensland),5,Other,Agent for political party,#BEBEBE,#08cad1
Australian Labor Party ACT Branch,Australian Labor Party (State of Queensland),1,Other,Agent for political party,#BEBEBE,#08cad1
Australian Labor Party NSW Branch,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Labor Party Victorian Branch,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Labor Party Victorian Branch,Australian Labor Party (State of Queensland),1,Other,Agent for political party,#BEBEBE,#08cad1
Australian Livestock & Rural Transporters Assoc,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Livestock Exporters Council,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Mines Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Multiculural Education Centre,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Municipal Administrative Clerical and Services Union Queensland (Services and Northern Administrative) Branch,Australian Labor Party (State of Queensland),14,Corporation,Agent for political party,#ff6961,#08cad1
Australian Municipal Administrative Clerical and Services Union Queensland (Services and Northern Administrative) Branch,Australian Labor Party (State of Queensland),38,Other,Agent for political party,#BEBEBE,#08cad1
Australian National Homes Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Off Road Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Outdoor Sign Company,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Property Growth Fund (APGF),Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Australian QLD Anhui Community Inc,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Australian Queensland Fujian Society,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Queensland Shandong Association,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Rail Tram & Bus Industry Union (QLD Branch),Australian Labor Party (State of Queensland),7,Other,Agent for political party,#BEBEBE,#08cad1
Australian Rail Tram & Bus Industry Union (Queensland Branch),Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
Australian Rail Tram & Bus Industry Union (Queensland Branch),Australian Labor Party (State of Queensland),7,Other,Agent for political party,#BEBEBE,#08cad1
Australian Rental Management Systems,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Retailers Association,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Secure Capital Fund Ltd,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
Australian Solar Energy Society,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Steel,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Sugar Milling Council,Australian Labor Party (State of Queensland),7,Corporation,Agent for political party,#ff6961,#08cad1
Australian Sugar Milling Council,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
Australian Taiwanese Chamber of Commerce QLD Inc,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Australian Tourisim Export Council,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Tourisim Export Counil,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Australian Workers Union,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
Austruct Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Austwide Mortgagee Services,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Auswaste Recycling Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Auswide Bank,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Automotive Food Metals Engineering Printing & Kindred Industries Union,Australian Labor Party (State of Queensland),9,Corporation,Agent for political party,#ff6961,#08cad1
Automotive Food Metals Engineering Printing & Kindred Industries Union,Australian Labor Party (State of Queensland),2,Other,Agent for political party,#BEBEBE,#08cad1
Aventia Institute Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Aveo Group Limited,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Axcen Group,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Axcen Group Pty Ltd,Liberal National Party of Queensland,6,Corporation,Agent for political party,#ff6961,#08cad1
Axcharge Pty Ltd,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
Axella Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Ayvo Solutions,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Azentro,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Azure Development Group,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Azure Global  Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Azure Global Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Azzura Corporation,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
B&J Lowe,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
B.M.D. HOLDINGS PTY. LIMITED,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BARBARA BEDWELL,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
BARRIE MACKAY,Katter's Australian Party (KAP),1,Individual,Agent for political party,#42d6a4,#08cad1
BARTON DEAKIN PTY LIMITED,Liberal National Party of Queensland,11,Corporation,Agent for political party,#ff6961,#08cad1
BAYPIN PTY. LIMITED,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BB Win Win Outcomes,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BB Win Win Outcomes,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
BBH PRACTICE TRUST,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BBS Communications Group Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BDO,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BDO (Qld) Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BDO SERVICES PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BDO Services Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BDR PROJECTS PTY LIMITED,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
BENJAMIN JOHN HENNOCK,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
BENTLEYS (QLD) PTY LTD,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
BENTLEYS (QLD) Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BERNICE DAWN STEWART,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
BERT Fund No 2,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
BETTSON PROPERTIES PTY LTD AND TOBSTA PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BG Civil Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BGM PROJECTS PTY. LTD.,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BGM Projects Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BIG CAT GREEN ISLAND REEF CRUISES,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BINIRIS (AUST.) PTY. LTD.,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
BISHOPP OUTDOOR ADVERTISING,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
BISHOPP OUTDOOR ADVERTISING PTY LTD,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BISHOPP OUTDOOR ADVERTISING PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BJ Family Trust,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BJD Hotels Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BLACK & WHITE CABS PTY LTD,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BLACK BULL QLD PTY LTD,Steven Lance Dickson,2,Corporation,State candidate,#ff6961,#0565f7
BLACKMORES LIMITED,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
BLENNER'S TRANSPORT QLD PTY LTD,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
BLUESCOPE STEEL LIMITED,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
BMD Constructions,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BMD Constructions,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BMD Group,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
BMI Group,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BMT Tax Depreciation Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
BNG Investments,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BOSS Capital Holdings Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BOX MAINTENANCE PTY. LTD.,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BPRS Pty Ltd,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
BPRS Pty Ltd,Liberal National Party of Queensland,4,Corporation,Agent for political party,#ff6961,#08cad1
BPRS Pty Ltd,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
BRADLEY TAKACS - THORNE,TRACY LIZ TAKACS-THORNE,1,Individual,State candidate,#42d6a4,#0565f7
BRENDAN ERIN JOSEPH POWER,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
BRIANNA ROSE BAILEY,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
BRISBANE HOME LOANS PTY. LTD.,Liberal National Party of Queensland,3,Corporation,Agent for political party,#ff6961,#08cad1
BRS INTERNATIONAL PTY. LTD.,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BSE Maritime Solutions,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BSG,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BT Australia Group,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BTI Pty Ltd,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
BTS Properties (QLD) Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BURDEKIN TRANSPORT SERVICES PTY. LTD.,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
BUS INDUSTRY CONFEDERATION INC,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Badfobi Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Ballycara Limited,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Balmaghie Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Balonne Plains Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Barbara Bedwell,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Barbara Bennett,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barbara Cameron,Australian Labor Party (State of Queensland),84,Individual,Agent for political party,#42d6a4,#08cad1
Barbara Ewers,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Barbara Grieve,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Barbara Hudson,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barbara L Trauer,Queensland Greens,13,Individual,Agent for political party,#42d6a4,#08cad1
Barbara Landau Family Ptd Ltd,FAIR AGENDA LTD,1,Corporation,Organisation,#ff6961,#ff6961
Barbara Louise Trauer,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Barbara West,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barcaldine Regional Council,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
"Barrie Bauman, Janette Bauman, Tania Bauman + Sherrie Acton",Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barron Pastoral QLD Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Barry Bernoth,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry E Plant,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry Esmore,Pauline Hanson's One Nation Queensland Division,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry Humphries,North Queensland First,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry McCabe,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Barry Murphy,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry O'Sullivan,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry Plant,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barry Stubbs,Farmers United Limited,1,Individual,Organisation,#42d6a4,#ff6961
Barry Taylor,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barton Deakin,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barton Holdings Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Barton McKenzie,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Barton Motors Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Bartons Motors,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Basil Wood,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bassett Barks Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bateman and Kuiper Trusts,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Battery Works,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Baxter Healthcare Pty Ltd,Australian Labor Party (State of Queensland),4,Corporation,Agent for political party,#ff6961,#08cad1
Baxter House Pty LT,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bayer Australia Limited,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Beach Mac Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Beam Suntory Australia Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Becis Chartered Accountants,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Beckington Group Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bede King,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Beginagain Pty/Ltd,DEBORAH JANE HUSBANDS,2,Trust/Foundation,State candidate,#59adf6,#0565f7
Belford Productions Pty Ltd,Pauline Hanson's One Nation Queensland Division,1,Corporation,Agent for political party,#ff6961,#08cad1
Belinda Hassan,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Belinda Kippen,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Belinda Stevens,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Ben Appleton,Australian Labor Party (State of Queensland),5,Individual,Agent for political party,#42d6a4,#08cad1
Ben Cameron,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ben Damiano,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ben Hardy,Liberal National Party of Queensland,5,Individual,Agent for political party,#42d6a4,#08cad1
Ben Hennock,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ben Korst,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ben Malady,Australian Labor Party (State of Queensland),3,Individual,Agent for political party,#42d6a4,#08cad1
Ben Manns,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Ben Nastasi,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Ben Ready,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Appleton,Australian Labor Party (State of Queensland),3,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Banks,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Kidston,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Benjamin Kidston,Liberal National Party of Queensland,5,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Messenger,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Nance,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Petersen,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Ryan Goudie-Park,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Smith,Pauline Hanson's One Nation Queensland Division,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin Wheeler,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin William James Kidston,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Benjamin William Pennings,Queensland Greens,5,Individual,Agent for political party,#42d6a4,#08cad1
Benjas Pty Ltd,Australian Labor Party (State of Queensland),3,Corporation,Agent for political party,#ff6961,#08cad1
Benjas Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Benmic Industries Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Beren Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Berlin 8 Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bernadette Callaghan,Australian Labor Party (State of Queensland),7,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Malik,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Malik,Liberal National Party of Queensland,3,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Power,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Stapleton,Australian Labor Party (State of Queensland),2,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Sweet,Australian Labor Party (State of Queensland),4,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Tobin,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Treston,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Washington,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bernard Whebell,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Bernice Dawn Stewart,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Bernice Finlayson,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Bernice King,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bernice O'Brien,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Bernice Stewart,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Berry Lieberman & Danial Almagor,FAIR AGENDA LTD,1,Individual,Organisation,#42d6a4,#ff6961
Bert Pruim,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Beryl McNally,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Best Investment Capalaba Qld Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Best Logistics Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Beth and Bruce Head,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bettson Properties Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Bevan Doyle,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bevan Lynch,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Beverley Barton,Liberal National Party of Queensland,2,Individual,Agent for political party,#42d6a4,#08cad1
Beverley Jordan,Liberal National Party of Queensland,4,Individual,Agent for political party,#42d6a4,#08cad1
Beverley Smith,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bickerton Masters Architecture Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Bill Bridgeford,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bill Glasson,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bill Muguira,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bill Robertson,Australian Labor Party (State of Queensland),1,Individual,Agent for political party,#42d6a4,#08cad1
Bill Townsend,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bill Woods,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Billbergia Group,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Billchaser Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Bindor Development,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Biniris (Aust.) Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bio Processing,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Bishopp Outdoor Advertising Pty Ltd,Australian Labor Party (State of Queensland),5,Corporation,Agent for political party,#ff6961,#08cad1
Bishopp Outdoor Advertising Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Bishopp Outdoor Advertising Pty Ltd,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Biz Tow Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Biz Tow Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bizfurn Express Australia,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bizzell Capital Partners Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Black & White Cabs Pty Ltd,Australian Labor Party (State of Queensland),6,Corporation,Agent for political party,#ff6961,#08cad1
Black & White Cabs Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Black and White Cabs,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
Black and White Cabs Pty Ltd,Australian Labor Party (State of Queensland),1,Corporation,Agent for political party,#ff6961,#08cad1
BlackWhite Pty Ltd ta The McGary Group,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Blackwatch Projects Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Blair Dellebaite,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Blenners Transport,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Blue Energy Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Blue Point Motors,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Blue Sky Private Real Estate,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bob Brennan,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bob Brown,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Bob Bryan,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bob Minnikin,Liberal National Party of Queensland,1,Individual,Agent for political party,#42d6a4,#08cad1
Bob Woolley,Queensland Greens,1,Individual,Agent for political party,#42d6a4,#08cad1
Bocca Italian PTY LTD,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bohle Holdings Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bombora Advice Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Bond Earth Moving Pty Ltd,Liberal National Party of Queensland,2,Corporation,Agent for political party,#ff6961,#08cad1
Bonnibel Yee,Queensland Greens,3,Individual,Agent for political party,#42d6a4,#08cad1
Booloomani Corporation Pty Ltd,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Boomaroo Nurseries,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Boombah Cattle Co,Liberal National Party of Queensland,1,Corporation,Agent for political party,#ff6961,#08cad1
Boran Pty Ltd ATF The Gull Investment Trust,Australian Labor Party (State of Queensland),2,Corporation,Agent for political party,#ff6961,#08cad1
